person_id,reference_year,age_at_reference_year,true_attainment_level,true_attainment_label
P012064,2024,42,3,vocational_or_postsecondary
P012065,2022,21,3,vocational_or_postsecondary
P012065,2024,23,3,vocational_or_postsecondary
P012066,2022,17,1,low_or_none
P012066,2024,19,2,school_qualification
P012067,2022,63,5,master_or_equivalent
P012067,2024,65,5,master_or_equivalent
P012068,2022,30,3,vocational_or_postsecondary
P012068,2024,32,4,bachelor_or_equivalent
P012069,2022,72,4,bachelor_or_equivalent
P012069,2024,74,4,bachelor_or_equivalent
P012070,2022,58,3,vocational_or_postsecondary
P012070,2024,60,3,vocational_or_postsecondary
P012071,2022,68,3,vocational_or_postsecondary
P012071,2024,70,3,vocational_or_postsecondary
P012072,2022,51,4,bachelor_or_equivalent
P012072,2024,53,4,bachelor_or_equivalent
P012074,2022,66,3,vocational_or_postsecondary
P012074,2024,68,3,vocational_or_postsecondary
P012075,2022,18,2,school_qualification
P012075,2024,20,2,school_qualification
P012076,2022,65,2,school_qualification
P012076,2024,67,2,school_qualification
P012077,2022,57,5,master_or_equivalent
P012077,2024,59,5,master_or_equivalent
P012078,2022,66,2,school_qualification
P012078,2024,68,2,school_qualification
P012080,2022,35,2,school_qualification
P012080,2024,37,3,vocational_or_postsecondary
P012081,2022,18,2,school_qualification
P012081,2024,20,2,school_qualification
P012082,2022,52,3,vocational_or_postsecondary
P012082,2024,54,3,vocational_or_postsecondary
P012083,2022,70,3,vocational_or_postsecondary
P012083,2024,72,3,vocational_or_postsecondary
P012084,2022,53,3,vocational_or_postsecondary
P012084,2024,55,3,vocational_or_postsecondary
P012086,2022,86,2,school_qualification
P012086,2024,88,2,school_qualification
P012087,2022,60,2,school_qualification
P012087,2024,62,2,school_qualification
P012089,2022,27,2,school_qualification
P012089,2024,29,2,school_qualification
P012091,2022,74,3,vocational_or_postsecondary
P012091,2024,76,3,vocational_or_postsecondary
P012092,2022,30,3,vocational_or_postsecondary
P012092,2024,32,3,vocational_or_postsecondary
P012093,2022,32,2,school_qualification
P012093,2024,34,2,school_qualification
P012094,2022,24,2,school_qualification
P012094,2024,26,2,school_qualification
P012095,2022,17,2,school_qualification
P012095,2024,19,3,vocational_or_postsecondary
P012096,2022,26,3,vocational_or_postsecondary
P012096,2024,28,3,vocational_or_postsecondary
P012097,2022,36,6,doctorate
P012097,2024,38,6,doctorate
P012098,2022,71,3,vocational_or_postsecondary
P012098,2024,73,3,vocational_or_postsecondary
P012099,2022,18,2,school_qualification
P012099,2024,20,3,vocational_or_postsecondary
P012101,2022,52,2,school_qualification
P012101,2024,54,2,school_qualification
P012102,2022,32,3,vocational_or_postsecondary
P012102,2024,34,3,vocational_or_postsecondary
P012103,2022,60,1,low_or_none
P012103,2024,62,1,low_or_none
P012104,2022,26,2,school_qualification
P012104,2024,28,2,school_qualification
P012106,2022,50,3,vocational_or_postsecondary
P012106,2024,52,3,vocational_or_postsecondary
P012107,2022,48,2,school_qualification
P012107,2024,50,2,school_qualification
P012108,2022,21,3,vocational_or_postsecondary
P012108,2024,23,3,vocational_or_postsecondary
P012109,2022,50,3,vocational_or_postsecondary
P012109,2024,52,3,vocational_or_postsecondary
P012110,2022,80,2,school_qualification
P012110,2024,82,2,school_qualification
P012112,2022,41,3,vocational_or_postsecondary
P012112,2024,43,3,vocational_or_postsecondary
P012113,2022,16,2,school_qualification
P012113,2024,18,2,school_qualification
P012114,2022,51,4,bachelor_or_equivalent
P012114,2024,53,4,bachelor_or_equivalent
P012115,2022,48,3,vocational_or_postsecondary
P012115,2024,50,3,vocational_or_postsecondary
P012116,2022,25,4,bachelor_or_equivalent
P012116,2024,27,4,bachelor_or_equivalent
P012118,2022,22,2,school_qualification
P012118,2024,24,2,school_qualification
P012119,2022,71,2,school_qualification
P012119,2024,73,2,school_qualification
P012120,2022,15,2,school_qualification
P012120,2024,17,3,vocational_or_postsecondary
P012121,2022,25,1,low_or_none
P012121,2024,27,1,low_or_none
P012122,2022,60,5,master_or_equivalent
P012122,2024,62,5,master_or_equivalent
P012124,2022,50,3,vocational_or_postsecondary
P012124,2024,52,3,vocational_or_postsecondary
P012125,2022,17,2,school_qualification
P012125,2024,19,3,vocational_or_postsecondary
P012126,2022,39,4,bachelor_or_equivalent
P012126,2024,41,5,master_or_equivalent
P012129,2022,72,2,school_qualification
P012129,2024,74,2,school_qualification
P012130,2022,34,3,vocational_or_postsecondary
P012130,2024,36,3,vocational_or_postsecondary
P012131,2022,29,3,vocational_or_postsecondary
P012131,2024,31,3,vocational_or_postsecondary
P012132,2022,36,2,school_qualification
P012132,2024,38,2,school_qualification
P012133,2022,83,4,bachelor_or_equivalent
P012133,2024,85,4,bachelor_or_equivalent
P012134,2022,92,3,vocational_or_postsecondary
P012134,2024,94,3,vocational_or_postsecondary
P012137,2022,39,4,bachelor_or_equivalent
P012137,2024,41,4,bachelor_or_equivalent
P012138,2022,36,4,bachelor_or_equivalent
P012138,2024,38,4,bachelor_or_equivalent
P012139,2022,25,4,bachelor_or_equivalent
P012139,2024,27,4,bachelor_or_equivalent
P012140,2022,70,3,vocational_or_postsecondary
P012140,2024,72,3,vocational_or_postsecondary
P012141,2022,57,3,vocational_or_postsecondary
P012141,2024,59,3,vocational_or_postsecondary
P012142,2022,42,3,vocational_or_postsecondary
P012142,2024,44,3,vocational_or_postsecondary
P012143,2022,62,1,low_or_none
P012143,2024,64,1,low_or_none
P012144,2022,34,3,vocational_or_postsecondary
P012144,2024,36,3,vocational_or_postsecondary
P012145,2022,33,4,bachelor_or_equivalent
P012145,2024,35,4,bachelor_or_equivalent
P012146,2022,38,5,master_or_equivalent
P012146,2024,40,5,master_or_equivalent
P012147,2022,52,2,school_qualification
P012147,2024,54,2,school_qualification
P012151,2024,15,2,school_qualification
P012153,2022,70,2,school_qualification
P012153,2024,72,2,school_qualification
P012154,2022,48,2,school_qualification
P012154,2024,50,2,school_qualification
P012155,2022,52,3,vocational_or_postsecondary
P012155,2024,54,3,vocational_or_postsecondary
P012156,2022,37,4,bachelor_or_equivalent
P012156,2024,39,4,bachelor_or_equivalent
P012157,2022,28,3,vocational_or_postsecondary
P012157,2024,30,3,vocational_or_postsecondary
P012158,2022,92,1,low_or_none
P012158,2024,94,1,low_or_none
P012159,2022,60,3,vocational_or_postsecondary
P012159,2024,62,3,vocational_or_postsecondary
P012161,2022,37,4,bachelor_or_equivalent
P012161,2024,39,4,bachelor_or_equivalent
P012162,2022,36,3,vocational_or_postsecondary
P012162,2024,38,3,vocational_or_postsecondary
P012164,2022,72,3,vocational_or_postsecondary
P012164,2024,74,3,vocational_or_postsecondary
P012165,2022,26,3,vocational_or_postsecondary
P012165,2024,28,3,vocational_or_postsecondary
P012166,2022,41,3,vocational_or_postsecondary
P012166,2024,43,3,vocational_or_postsecondary
P012167,2022,29,3,vocational_or_postsecondary
P012167,2024,31,3,vocational_or_postsecondary
P012168,2022,24,1,low_or_none
P012168,2024,26,1,low_or_none
P012169,2022,22,2,school_qualification
P012169,2024,24,3,vocational_or_postsecondary
P012170,2022,36,2,school_qualification
P012170,2024,38,2,school_qualification
P012171,2022,58,5,master_or_equivalent
P012171,2024,60,5,master_or_equivalent
P012172,2022,60,2,school_qualification
P012172,2024,62,3,vocational_or_postsecondary
P012173,2022,23,2,school_qualification
P012173,2024,25,3,vocational_or_postsecondary
P012174,2022,51,1,low_or_none
P012174,2024,53,1,low_or_none
P012176,2022,81,2,school_qualification
P012176,2024,83,2,school_qualification
P012177,2022,40,3,vocational_or_postsecondary
P012177,2024,42,3,vocational_or_postsecondary
P012178,2022,47,3,vocational_or_postsecondary
P012178,2024,49,3,vocational_or_postsecondary
P012179,2022,20,2,school_qualification
P012179,2024,22,3,vocational_or_postsecondary
P012180,2022,24,3,vocational_or_postsecondary
P012180,2024,26,3,vocational_or_postsecondary
P012182,2022,42,2,school_qualification
P012182,2024,44,2,school_qualification
P012183,2022,58,3,vocational_or_postsecondary
P012183,2024,60,3,vocational_or_postsecondary
P012184,2022,36,2,school_qualification
P012184,2024,38,2,school_qualification
P012185,2022,45,3,vocational_or_postsecondary
P012185,2024,47,3,vocational_or_postsecondary
P012186,2022,15,1,low_or_none
P012186,2024,17,2,school_qualification
P012187,2022,27,2,school_qualification
P012187,2024,29,3,vocational_or_postsecondary
P012190,2022,56,3,vocational_or_postsecondary
P012190,2024,58,3,vocational_or_postsecondary
P012191,2022,28,2,school_qualification
P012191,2024,30,2,school_qualification
P012192,2024,15,2,school_qualification
P012193,2022,40,3,vocational_or_postsecondary
P012193,2024,42,3,vocational_or_postsecondary
P012194,2022,15,2,school_qualification
P012194,2024,17,2,school_qualification
P012197,2022,32,2,school_qualification
P012197,2024,34,2,school_qualification
P012198,2022,31,4,bachelor_or_equivalent
P012198,2024,33,4,bachelor_or_equivalent
P012199,2022,59,3,vocational_or_postsecondary
P012199,2024,61,3,vocational_or_postsecondary
P012200,2022,26,3,vocational_or_postsecondary
P012200,2024,28,3,vocational_or_postsecondary
P012201,2022,26,2,school_qualification
P012201,2024,28,3,vocational_or_postsecondary
P012202,2022,60,3,vocational_or_postsecondary
P012202,2024,62,3,vocational_or_postsecondary
P012203,2022,25,3,vocational_or_postsecondary
P012203,2024,27,4,bachelor_or_equivalent
P012204,2022,70,1,low_or_none
P012204,2024,72,1,low_or_none
P012205,2022,15,2,school_qualification
P012205,2024,17,3,vocational_or_postsecondary
P012206,2022,25,3,vocational_or_postsecondary
P012206,2024,27,3,vocational_or_postsecondary
P012207,2022,46,3,vocational_or_postsecondary
P012207,2024,48,3,vocational_or_postsecondary
P012208,2022,30,2,school_qualification
P012208,2024,32,2,school_qualification
P012209,2022,75,3,vocational_or_postsecondary
P012209,2024,77,3,vocational_or_postsecondary
P012210,2022,15,2,school_qualification
P012210,2024,17,3,vocational_or_postsecondary
P012211,2022,74,1,low_or_none
P012211,2024,76,1,low_or_none
P012212,2022,27,2,school_qualification
P012212,2024,29,2,school_qualification
P012213,2022,57,1,low_or_none
P012213,2024,59,1,low_or_none
P012214,2022,81,3,vocational_or_postsecondary
P012214,2024,83,3,vocational_or_postsecondary
P012217,2022,76,2,school_qualification
P012217,2024,78,2,school_qualification
P012218,2022,29,4,bachelor_or_equivalent
P012218,2024,31,5,master_or_equivalent
P012220,2022,17,2,school_qualification
P012220,2024,19,2,school_qualification
P012221,2022,36,5,master_or_equivalent
P012221,2024,38,5,master_or_equivalent
P012222,2022,71,3,vocational_or_postsecondary
P012222,2024,73,3,vocational_or_postsecondary
P012223,2022,90,1,low_or_none
P012223,2024,92,1,low_or_none
P012224,2022,55,3,vocational_or_postsecondary
P012224,2024,57,3,vocational_or_postsecondary
P012225,2022,22,4,bachelor_or_equivalent
P012225,2024,24,5,master_or_equivalent
P012226,2022,22,2,school_qualification
P012226,2024,24,2,school_qualification
P012227,2022,64,1,low_or_none
P012227,2024,66,1,low_or_none
P012228,2022,22,2,school_qualification
P012228,2024,24,3,vocational_or_postsecondary
P012229,2022,37,4,bachelor_or_equivalent
P012229,2024,39,4,bachelor_or_equivalent
P012230,2022,49,3,vocational_or_postsecondary
P012230,2024,51,3,vocational_or_postsecondary
P012231,2022,66,4,bachelor_or_equivalent
P012231,2024,68,4,bachelor_or_equivalent
P012234,2022,55,2,school_qualification
P012234,2024,57,2,school_qualification
P012235,2022,55,2,school_qualification
P012235,2024,57,2,school_qualification
P012237,2024,16,2,school_qualification
P012238,2022,28,3,vocational_or_postsecondary
P012238,2024,30,4,bachelor_or_equivalent
P012239,2022,28,4,bachelor_or_equivalent
P012239,2024,30,4,bachelor_or_equivalent
P012240,2022,88,2,school_qualification
P012240,2024,90,2,school_qualification
P012241,2022,76,3,vocational_or_postsecondary
P012241,2024,78,3,vocational_or_postsecondary
P012242,2022,76,2,school_qualification
P012242,2024,78,2,school_qualification
P012244,2022,28,4,bachelor_or_equivalent
P012244,2024,30,4,bachelor_or_equivalent
P012245,2022,41,2,school_qualification
P012245,2024,43,2,school_qualification
P012246,2022,48,2,school_qualification
P012246,2024,50,2,school_qualification
P012247,2022,65,2,school_qualification
P012247,2024,67,2,school_qualification
P012248,2022,32,3,vocational_or_postsecondary
P012248,2024,34,3,vocational_or_postsecondary
P012249,2022,43,3,vocational_or_postsecondary
P012249,2024,45,3,vocational_or_postsecondary
P012250,2022,22,2,school_qualification
P012250,2024,24,3,vocational_or_postsecondary
P012251,2022,28,3,vocational_or_postsecondary
P012251,2024,30,4,bachelor_or_equivalent
P012253,2022,90,3,vocational_or_postsecondary
P012253,2024,92,3,vocational_or_postsecondary
P012254,2022,18,2,school_qualification
P012254,2024,20,2,school_qualification
P012255,2022,84,2,school_qualification
P012255,2024,86,3,vocational_or_postsecondary
P012256,2022,59,4,bachelor_or_equivalent
P012256,2024,61,4,bachelor_or_equivalent
P012257,2022,42,2,school_qualification
P012257,2024,44,2,school_qualification
P012258,2022,73,3,vocational_or_postsecondary
P012258,2024,75,3,vocational_or_postsecondary
P012259,2022,87,2,school_qualification
P012259,2024,89,2,school_qualification
P012260,2022,39,1,low_or_none
P012260,2024,41,2,school_qualification
P012261,2022,49,2,school_qualification
P012261,2024,51,2,school_qualification
P012262,2024,16,1,low_or_none
P012263,2022,30,4,bachelor_or_equivalent
P012263,2024,32,4,bachelor_or_equivalent
P012264,2022,28,3,vocational_or_postsecondary
P012264,2024,30,3,vocational_or_postsecondary
P012265,2022,77,4,bachelor_or_equivalent
P012265,2024,79,4,bachelor_or_equivalent
P012266,2022,19,3,vocational_or_postsecondary
P012266,2024,21,3,vocational_or_postsecondary
P012267,2022,19,2,school_qualification
P012267,2024,21,3,vocational_or_postsecondary
P012268,2022,16,2,school_qualification
P012268,2024,18,2,school_qualification
P012270,2022,47,4,bachelor_or_equivalent
P012270,2024,49,4,bachelor_or_equivalent
P012271,2022,19,3,vocational_or_postsecondary
P012271,2024,21,3,vocational_or_postsecondary
P012272,2022,48,2,school_qualification
P012272,2024,50,2,school_qualification
P012273,2022,23,3,vocational_or_postsecondary
P012273,2024,25,3,vocational_or_postsecondary
P012274,2022,43,3,vocational_or_postsecondary
P012274,2024,45,3,vocational_or_postsecondary
P012276,2022,20,4,bachelor_or_equivalent
P012276,2024,22,4,bachelor_or_equivalent
P012277,2022,41,3,vocational_or_postsecondary
P012277,2024,43,3,vocational_or_postsecondary
P012278,2022,38,3,vocational_or_postsecondary
P012278,2024,40,3,vocational_or_postsecondary
P012280,2022,24,1,low_or_none
P012280,2024,26,1,low_or_none
P012281,2022,38,3,vocational_or_postsecondary
P012281,2024,40,3,vocational_or_postsecondary
P012282,2022,84,2,school_qualification
P012282,2024,86,2,school_qualification
P012283,2022,22,2,school_qualification
P012283,2024,24,2,school_qualification
P012284,2022,35,5,master_or_equivalent
P012284,2024,37,5,master_or_equivalent
P012285,2022,25,2,school_qualification
P012285,2024,27,3,vocational_or_postsecondary
P012286,2022,64,3,vocational_or_postsecondary
P012286,2024,66,3,vocational_or_postsecondary
P012289,2022,39,3,vocational_or_postsecondary
P012289,2024,41,3,vocational_or_postsecondary
P012290,2022,33,3,vocational_or_postsecondary
P012290,2024,35,3,vocational_or_postsecondary
P012291,2022,38,3,vocational_or_postsecondary
P012291,2024,40,3,vocational_or_postsecondary
P012292,2022,64,3,vocational_or_postsecondary
P012292,2024,66,3,vocational_or_postsecondary
P012293,2022,46,5,master_or_equivalent
P012293,2024,48,5,master_or_equivalent
P012294,2022,76,2,school_qualification
P012294,2024,78,2,school_qualification
P012295,2022,23,2,school_qualification
P012295,2024,25,3,vocational_or_postsecondary
P012296,2022,92,3,vocational_or_postsecondary
P012296,2024,94,3,vocational_or_postsecondary
P012297,2022,66,4,bachelor_or_equivalent
P012297,2024,68,4,bachelor_or_equivalent
P012298,2022,26,5,master_or_equivalent
P012298,2024,28,6,doctorate
P012300,2022,48,3,vocational_or_postsecondary
P012300,2024,50,3,vocational_or_postsecondary
P012302,2024,16,1,low_or_none
P012304,2022,49,5,master_or_equivalent
P012304,2024,51,5,master_or_equivalent
P012305,2022,72,4,bachelor_or_equivalent
P012305,2024,74,4,bachelor_or_equivalent
P012306,2022,28,3,vocational_or_postsecondary
P012306,2024,30,3,vocational_or_postsecondary
P012307,2022,88,3,vocational_or_postsecondary
P012307,2024,90,3,vocational_or_postsecondary
P012309,2022,42,3,vocational_or_postsecondary
P012309,2024,44,3,vocational_or_postsecondary
P012310,2022,46,3,vocational_or_postsecondary
P012310,2024,48,3,vocational_or_postsecondary
P012311,2022,19,1,low_or_none
P012311,2024,21,1,low_or_none
P012312,2022,20,4,bachelor_or_equivalent
P012312,2024,22,5,master_or_equivalent
P012313,2022,75,3,vocational_or_postsecondary
P012313,2024,77,3,vocational_or_postsecondary
P012314,2022,53,4,bachelor_or_equivalent
