analysis_address_id,analysis_region_code,analysis_municipality_code,observed_persons,registered_persons,auxiliary_only_persons,persons_with_positive_activity,persons_with_multiple_positive_signals,persons_with_address_conflict,clarification_cases
A006841,R04,R04-M01,1,1,0,1,0,0,0
A006854,R04,R04-M01,1,1,0,1,0,0,0
A006910,R04,R04-M01,15,15,0,12,5,0,0
A007094,R04,R04-M01,2,2,0,2,1,0,0
A007179,R04,R04-M01,4,4,0,1,0,0,0
A007301,R04,R04-M01,9,9,0,7,4,0,0
A007317,R04,R04-M01,6,6,0,4,4,1,1
A007533,R04,R04-M01,2,2,0,0,0,0,0
A007548,R04,R04-M01,2,2,0,2,1,0,0
A007553,R04,R04-M01,2,2,0,1,0,0,0
A007772,R04,R04-M01,2,2,0,1,1,0,0
A007852,R04,R04-M01,3,3,0,3,1,0,0
A008019,R04,R04-M01,3,3,0,1,0,0,0
A008044,R04,R04-M01,3,3,0,2,1,0,0
A008103,R04,R04-M01,5,5,0,4,1,0,0
A008185,R04,R04-M01,3,3,0,3,1,0,0
A008241,R04,R04-M01,7,7,0,4,0,0,0
A008261,R04,R04-M01,4,4,0,4,0,0,0
A008391,R04,R04-M01,3,3,0,1,0,0,0
A008534,R04,R04-M01,4,4,0,3,0,0,0
A008753,R04,R04-M01,1,1,0,1,0,0,0
A008769,R04,R04-M01,1,1,0,1,1,0,0
A008883,R04,R04-M01,5,5,0,2,0,0,0
A008888,R04,R04-M01,7,7,0,6,3,0,0
A009016,R04,R04-M01,4,4,0,3,0,0,0
A009053,R04,R04-M01,4,4,0,1,1,0,0
A009125,R04,R04-M01,4,4,0,2,0,0,0
A009230,R04,R04-M01,3,3,0,1,0,0,0
A009267,R04,R04-M01,5,5,0,3,2,0,0
A009272,R04,R04-M01,1,1,0,1,0,0,0
A009438,R04,R04-M01,9,9,0,5,2,0,0
A009540,R04,R04-M01,3,3,0,1,1,0,0
A009566,R04,R04-M01,7,7,0,5,2,0,0
A009754,R04,R04-M01,1,1,0,0,0,0,0
A009807,R04,R04-M01,6,6,0,4,1,0,0
A010027,R04,R04-M01,2,2,0,2,1,0,0
A010121,R04,R04-M01,5,5,0,1,1,0,0
A010156,R04,R04-M01,3,3,0,1,0,0,0
A010262,R04,R04-M01,1,1,0,0,0,0,0
A010782,R04,R04-M01,2,2,0,1,0,0,1
A011074,R04,R04-M01,3,3,0,2,0,0,0
A011104,R04,R04-M01,3,3,0,1,0,0,0
A011162,R04,R04-M01,2,2,0,1,1,0,0
A011290,R04,R04-M01,2,2,0,2,2,0,0
A011551,R04,R04-M01,4,4,0,2,1,1,1
A011703,R04,R04-M01,5,5,0,4,3,0,0
A011724,R04,R04-M01,3,3,0,2,0,0,0
A011783,R04,R04-M01,3,3,0,2,0,0,0
A011818,R04,R04-M01,6,6,0,3,2,0,0
A011891,R04,R04-M01,2,2,0,2,1,0,0
A012016,R04,R04-M01,2,2,0,0,0,0,0
A012169,R04,R04-M01,7,7,0,3,0,0,0
A012198,R04,R04-M01,1,1,0,1,0,0,0
A012264,R04,R04-M01,1,1,0,1,0,0,0
A012311,R04,R04-M01,3,3,0,2,0,0,0
A012331,R04,R04-M01,1,1,0,1,0,0,0
A012351,R04,R04-M01,1,1,0,1,0,0,0
A012643,R04,R04-M01,4,4,0,2,1,0,0
A013035,R04,R04-M01,4,4,0,3,2,0,0
A013168,R04,R04-M01,2,2,0,0,0,0,0
A013209,R04,R04-M01,2,2,0,2,0,0,0
A013357,R04,R04-M01,3,3,0,2,0,0,0
A013413,R04,R04-M01,2,2,0,2,0,0,0
A013438,R04,R04-M01,5,4,1,4,1,0,1
A013626,R04,R04-M01,10,10,0,8,5,0,0
A013638,R04,R04-M01,3,3,0,2,0,0,0
A013644,R04,R04-M01,15,15,0,13,5,0,1
A013663,R04,R04-M01,14,13,1,12,4,1,2
A013745,R04,R04-M01,1,1,0,1,0,0,0
A013814,R04,R04-M01,2,2,0,1,0,0,0
A013930,R04,R04-M01,8,8,0,5,1,0,0
A014009,R04,R04-M01,4,4,0,3,1,0,0
A014116,R04,R04-M01,1,1,0,0,0,0,0
A014123,R04,R04-M01,2,2,0,1,1,0,0
A014180,R04,R04-M01,1,1,0,1,0,0,0
A014310,R04,R04-M01,1,1,0,1,0,0,0
A014438,R04,R04-M01,1,1,0,0,0,0,0
A014444,R04,R04-M01,1,1,0,1,1,0,0
A014483,R04,R04-M01,2,2,0,2,1,0,0
A014491,R04,R04-M01,1,1,0,1,0,0,0
A014821,R04,R04-M01,14,14,0,8,3,0,0
A014997,R04,R04-M01,4,4,0,4,3,0,0
A015113,R04,R04-M01,2,2,0,2,1,0,0
A015264,R04,R04-M01,4,4,0,2,1,0,0
A015320,R04,R04-M01,6,6,0,4,3,0,0
A015502,R04,R04-M01,5,5,0,3,2,0,0
A015592,R04,R04-M01,21,20,1,12,6,0,1
A015664,R04,R04-M01,2,2,0,2,1,0,0
A015672,R04,R04-M01,6,6,0,4,0,0,0
A015994,R04,R04-M01,3,3,0,2,0,1,1
A016291,R04,R04-M01,5,5,0,2,1,0,0
A016398,R04,R04-M01,4,4,0,2,0,0,0
A016659,R04,R04-M01,6,6,0,4,1,0,0
A016783,R04,R04-M01,3,3,0,2,1,0,0
A016853,R04,R04-M01,7,7,0,2,1,0,0
A016915,R04,R04-M01,15,15,0,11,2,0,0
A016941,R04,R04-M01,9,9,0,3,2,0,0
A016948,R04,R04-M01,3,3,0,3,1,0,0
A016951,R04,R04-M01,3,3,0,1,0,0,0
A017102,R04,R04-M01,3,3,0,1,1,0,0
A017298,R04,R04-M01,7,7,0,7,2,0,0
A017453,R04,R04-M01,1,1,0,0,0,0,0
A017513,R04,R04-M01,1,1,0,0,0,0,0
A017579,R04,R04-M01,1,1,0,0,0,0,0
A017691,R04,R04-M01,3,3,0,3,1,0,0
A017834,R04,R04-M01,2,2,0,1,0,0,0
A017937,R04,R04-M01,6,6,0,4,3,0,0
A017994,R04,R04-M01,1,1,0,1,1,0,0
A000065,R04,R04-M02,4,4,0,4,2,0,0
A000131,R04,R04-M02,1,1,0,1,0,0,0
A000538,R04,R04-M02,9,9,0,7,6,0,0
A000555,R04,R04-M02,2,1,1,2,1,0,1
A000592,R04,R04-M02,4,4,0,2,0,0,0
A000595,R04,R04-M02,3,3,0,3,1,0,0
A000613,R04,R04-M02,7,7,0,6,3,0,0
A000647,R04,R04-M02,5,5,0,3,2,1,2
A000754,R04,R04-M02,6,6,0,3,1,0,0
A000999,R04,R04-M02,1,1,0,1,0,0,0
A001111,R04,R04-M02,16,16,0,11,5,2,2
A001364,R04,R04-M02,15,14,1,10,4,0,1
A001381,R04,R04-M02,5,5,0,2,1,0,0
A001482,R04,R04-M02,7,7,0,4,2,0,0
A001490,R04,R04-M02,4,4,0,2,0,0,0
A001540,R04,R04-M02,7,7,0,6,2,0,0
A001714,R04,R04-M02,7,7,0,6,0,0,1
A001716,R04,R04-M02,3,3,0,2,1,0,0
A001737,R04,R04-M02,5,5,0,4,1,0,0
A001812,R04,R04-M02,4,4,0,3,2,0,0
A002021,R04,R04-M02,8,8,0,4,2,0,1
A002155,R04,R04-M02,10,10,0,5,2,0,0
A002156,R04,R04-M02,7,7,0,5,2,0,0
A002172,R04,R04-M02,1,1,0,1,0,0,0
A002262,R04,R04-M02,1,1,0,0,0,0,0
A002418,R04,R04-M02,4,4,0,3,3,0,0
A002479,R04,R04-M02,4,4,0,1,1,0,0
A002481,R04,R04-M02,5,5,0,4,3,1,2
A002513,R04,R04-M02,7,7,0,4,1,0,0
A002650,R04,R04-M02,2,2,0,1,0,0,0
A002677,R04,R04-M02,1,1,0,0,0,0,0
A002709,R04,R04-M02,2,2,0,2,1,0,0
A002768,R04,R04-M02,3,2,1,1,0,0,1
A002866,R04,R04-M02,2,2,0,1,1,0,0
A003070,R04,R04-M02,9,9,0,6,1,0,0
A003093,R04,R04-M02,2,1,1,2,0,0,1
A003104,R04,R04-M02,5,5,0,3,0,0,0
A003114,R04,R04-M02,3,3,0,1,0,0,0
A003117,R04,R04-M02,6,6,0,5,3,0,0
A003140,R04,R04-M02,4,4,0,3,2,0,0
A003181,R04,R04-M02,2,2,0,2,0,0,0
A003259,R04,R04-M02,8,6,2,5,2,0,3
A003428,R04,R04-M02,1,1,0,1,1,0,0
A003432,R04,R04-M02,1,1,0,1,0,0,0
A003462,R04,R04-M02,2,2,0,1,1,0,0
A003512,R04,R04-M02,7,7,0,5,3,0,0
A003523,R04,R04-M02,6,6,0,6,3,0,0
A003558,R04,R04-M02,1,1,0,0,0,0,0
A003578,R04,R04-M02,3,3,0,1,0,0,0
A003617,R04,R04-M02,3,3,0,2,0,0,0
A003766,R04,R04-M02,3,3,0,2,0,0,0
A004183,R04,R04-M02,7,7,0,3,1,1,1
A004403,R04,R04-M02,7,7,0,5,3,0,0
A004440,R04,R04-M02,3,3,0,2,0,0,0
A004463,R04,R04-M02,1,1,0,1,1,0,0
A004533,R04,R04-M02,1,1,0,1,0,0,0
A004568,R04,R04-M02,11,11,0,7,5,0,0
A004784,R04,R04-M02,4,4,0,3,1,0,0
A004938,R04,R04-M02,3,3,0,1,0,0,0
A005110,R04,R04-M02,2,2,0,1,0,0,0
A005357,R04,R04-M02,1,1,0,1,0,0,0
A005371,R04,R04-M02,4,4,0,3,3,0,0
A005452,R04,R04-M02,7,7,0,6,1,1,1
A005467,R04,R04-M02,13,12,1,7,2,0,1
A005511,R04,R04-M02,1,1,0,0,0,0,0
A005567,R04,R04-M02,1,1,0,1,1,0,0
A005572,R04,R04-M02,2,2,0,1,0,0,0
A005587,R04,R04-M02,13,13,0,10,3,0,0
A005723,R04,R04-M02,3,3,0,1,0,0,0
A005750,R04,R04-M02,4,4,0,2,2,0,0
A005799,R04,R04-M02,1,1,0,1,0,0,0
A005870,R04,R04-M02,10,10,0,7,2,1,1
A005882,R04,R04-M02,1,1,0,1,1,0,0
A005926,R04,R04-M02,3,3,0,2,1,0,0
A005975,R04,R04-M02,4,4,0,4,2,1,1
A006037,R04,R04-M02,5,5,0,2,0,0,0
A006148,R04,R04-M02,3,3,0,2,2,0,0
A006169,R04,R04-M02,1,1,0,1,0,0,0
A006247,R04,R04-M02,1,1,0,0,0,0,0
A006420,R04,R04-M02,9,9,0,5,0,0,0
A006458,R04,R04-M02,4,4,0,2,1,0,0
A006466,R04,R04-M02,1,1,0,1,0,0,0
A006652,R04,R04-M02,1,1,0,1,0,0,0
A006668,R04,R04-M02,2,2,0,1,1,0,0
A006703,R04,R04-M02,2,2,0,1,0,0,0
A006855,R04,R04-M02,4,4,0,3,2,0,0
A006868,R04,R04-M02,2,2,0,1,0,0,0
A006876,R04,R04-M02,5,5,0,3,2,0,0
A006879,R04,R04-M02,3,3,0,2,0,0,0
A006894,R04,R04-M02,6,6,0,4,2,0,0
A007092,R04,R04-M02,2,2,0,2,1,0,0
A007122,R04,R04-M02,2,2,0,2,1,0,0
A007144,R04,R04-M02,5,5,0,4,2,0,0
A007159,R04,R04-M02,4,4,0,1,1,0,0
A007238,R04,R04-M02,1,1,0,1,1,0,0
A007378,R04,R04-M02,6,6,0,6,3,0,0
A007557,R04,R04-M02,4,4,0,3,2,0,0
A007565,R04,R04-M02,3,3,0,3,3,0,0
A007571,R04,R04-M02,7,7,0,5,0,0,0
A007886,R04,R04-M02,1,1,0,1,0,0,0
A007900,R04,R04-M02,1,1,0,1,0,0,0
A007972,R04,R04-M02,1,1,0,1,0,0,0
A007993,R04,R04-M02,2,2,0,1,0,0,0
A008227,R04,R04-M02,2,2,0,1,1,0,0
A008280,R04,R04-M02,1,1,0,1,0,0,0
A008319,R04,R04-M02,1,1,0,1,0,0,0
A008325,R04,R04-M02,4,4,0,4,2,0,0
A008395,R04,R04-M02,6,6,0,4,2,0,0
A008419,R04,R04-M02,4,4,0,2,1,0,0
A008465,R04,R04-M02,16,16,0,7,0,0,0
A008474,R04,R04-M02,1,1,0,1,0,0,0
A008511,R04,R04-M02,1,1,0,1,0,0,0
A008623,R04,R04-M02,2,2,0,2,1,0,0
A008724,R04,R04-M02,6,6,0,5,0,0,0
A008743,R04,R04-M02,2,2,0,1,1,0,0
A008756,R04,R04-M02,2,2,0,1,1,0,0
A008816,R04,R04-M02,7,7,0,5,2,0,0
A008837,R04,R04-M02,1,1,0,0,0,0,0
A008896,R04,R04-M02,1,1,0,1,1,0,0
A008965,R04,R04-M02,4,4,0,3,1,0,0
A008973,R04,R04-M02,6,6,0,6,2,0,0
A009013,R04,R04-M02,2,1,1,2,1,0,1
A009095,R04,R04-M02,8,7,1,6,2,0,1
A009239,R04,R04-M02,4,4,0,2,2,0,0
A009262,R04,R04-M02,2,2,0,0,0,0,0
A009273,R04,R04-M02,5,5,0,2,1,0,0
A009400,R04,R04-M02,3,3,0,3,1,0,0
A009446,R04,R04-M02,6,6,0,6,3,0,0
A009463,R04,R04-M02,8,8,0,6,3,0,0
A009527,R04,R04-M02,4,4,0,3,1,0,0
A009684,R04,R04-M02,1,1,0,0,0,0,0
A009731,R04,R04-M02,2,2,0,1,1,0,0
A009740,R04,R04-M02,1,1,0,0,0,0,0
A009831,R04,R04-M02,5,5,0,3,0,0,0
A009832,R04,R04-M02,4,4,0,4,1,0,0
A010074,R04,R04-M02,2,2,0,2,0,0,0
A010083,R04,R04-M02,3,3,0,2,1,0,0
A010355,R04,R04-M02,4,4,0,4,3,0,0
A010359,R04,R04-M02,2,2,0,2,2,1,1
A010448,R04,R04-M02,1,1,0,1,0,0,0
A010457,R04,R04-M02,10,9,1,7,5,0,1
A010552,R04,R04-M02,2,2,0,2,1,0,0
A010588,R04,R04-M02,2,2,0,1,1,0,0
A010717,R04,R04-M02,2,2,0,1,1,0,0
A010760,R04,R04-M02,2,2,0,0,0,0,0
A010762,R04,R04-M02,1,1,0,1,0,0,0
A010783,R04,R04-M02,4,4,0,3,1,0,0
A010860,R04,R04-M02,7,7,0,5,4,0,0
A010896,R04,R04-M02,2,2,0,2,1,1,1
A011049,R04,R04-M02,1,1,0,1,0,0,0
A011066,R04,R04-M02,13,13,0,9,4,1,1
A011407,R04,R04-M02,8,8,0,5,2,0,0
A011432,R04,R04-M02,2,2,0,1,0,0,0
A011505,R04,R04-M02,5,5,0,4,2,0,0
A011575,R04,R04-M02,1,1,0,1,1,0,0
A011664,R04,R04-M02,7,7,0,5,3,0,0
A011708,R04,R04-M02,2,2,0,1,0,0,0
A011720,R04,R04-M02,2,2,0,2,1,0,0
A011732,R04,R04-M02,7,7,0,7,3,0,0
A011737,R04,R04-M02,7,7,0,5,1,0,0
A011768,R04,R04-M02,4,4,0,2,1,0,0
A011831,R04,R04-M02,1,1,0,1,0,0,0
A011876,R04,R04-M02,15,15,0,14,4,0,1
A011924,R04,R04-M02,2,2,0,2,1,0,1
A012105,R04,R04-M02,12,12,0,11,5,0,0
A012205,R04,R04-M02,5,5,0,3,0,0,0
A012232,R04,R04-M02,7,7,0,3,1,0,0
A012244,R04,R04-M02,3,3,0,2,1,0,0
A012286,R04,R04-M02,2,2,0,2,2,0,0
A012304,R04,R04-M02,1,1,0,0,0,0,0
A012394,R04,R04-M02,3,3,0,3,1,0,0
A012532,R04,R04-M02,3,2,1,2,1,0,1
A012560,R04,R04-M02,1,1,0,1,0,0,0
A012578,R04,R04-M02,11,11,0,8,3,0,0
A012704,R04,R04-M02,14,14,0,10,7,0,0
A012759,R04,R04-M02,1,1,0,0,0,0,0
A012824,R04,R04-M02,4,4,0,1,1,0,0
A012875,R04,R04-M02,4,4,0,1,0,0,0
A012903,R04,R04-M02,6,6,0,4,1,0,1
A012912,R04,R04-M02,1,1,0,0,0,0,0
A012926,R04,R04-M02,1,1,0,1,0,0,0
A012929,R04,R04-M02,5,4,1,5,1,0,1
A013013,R04,R04-M02,3,3,0,1,1,0,0
A013102,R04,R04-M02,9,9,0,8,1,0,0
A013140,R04,R04-M02,5,5,0,4,1,0,0
A013262,R04,R04-M02,3,3,0,2,0,0,0
A013372,R04,R04-M02,2,2,0,2,2,0,0
A013449,R04,R04-M02,2,2,0,1,1,0,0
A013906,R04,R04-M02,10,10,0,4,2,1,1
A013914,R04,R04-M02,4,3,1,4,2,0,1
A014045,R04,R04-M02,9,9,0,8,2,0,0
A014057,R04,R04-M02,4,4,0,4,2,0,0
A014068,R04,R04-M02,7,7,0,4,0,0,0
A014201,R04,R04-M02,6,6,0,3,1,0,0
A014293,R04,R04-M02,3,3,0,3,0,0,0
A014375,R04,R04-M02,9,9,0,7,2,1,1
A014475,R04,R04-M02,2,2,0,2,0,0,1
A014700,R04,R04-M02,3,3,0,2,1,0,0
A014950,R04,R04-M02,1,1,0,0,0,0,0
A015041,R04,R04-M02,9,9,0,9,4,0,1
A015051,R04,R04-M02,1,1,0,1,0,0,0
A015087,R04,R04-M02,2,2,0,2,1,0,0
A015115,R04,R04-M02,4,4,0,2,2,0,0
A015129,R04,R04-M02,1,1,0,1,1,0,0
A015141,R04,R04-M02,8,8,0,5,2,1,1
A015164,R04,R04-M02,4,4,0,3,1,0,0
A015215,R04,R04-M02,12,12,0,8,3,0,0
A015241,R04,R04-M02,7,7,0,5,1,0,0
A015248,R04,R04-M02,1,1,0,1,0,0,0
A015261,R04,R04-M02,2,2,0,2,0,0,0
A015285,R04,R04-M02,2,2,0,2,1,0,1
A015291,R04,R04-M02,7,7,0,6,3,0,1
A015390,R04,R04-M02,2,2,0,2,2,0,0
A015463,R04,R04-M02,5,5,0,3,2,0,0
A015483,R04,R04-M02,9,9,0,7,3,2,2
A015552,R04,R04-M02,5,5,0,2,0,0,0
A015589,R04,R04-M02,1,1,0,1,0,0,0
A015611,R04,R04-M02,9,9,0,6,2,1,1
A015618,R04,R04-M02,3,3,0,2,1,0,0
A015623,R04,R04-M02,2,2,0,1,1,0,0
A015744,R04,R04-M02,7,7,0,5,4,1,1
A015887,R04,R04-M02,4,4,0,2,1,0,0
A015995,R04,R04-M02,1,1,0,1,1,0,0
A016012,R04,R04-M02,2,2,0,1,0,0,0
A016430,R04,R04-M02,8,8,0,5,0,0,0
A016441,R04,R04-M02,3,3,0,3,0,0,0
A016513,R04,R04-M02,5,4,1,5,1,0,1
A016595,R04,R04-M02,1,1,0,0,0,0,0
A016613,R04,R04-M02,1,1,0,1,1,0,0
A016742,R04,R04-M02,1,1,0,0,0,0,0
A016911,R04,R04-M02,1,1,0,1,0,0,0
A017081,R04,R04-M02,2,2,0,1,1,0,0
A017093,R04,R04-M02,5,5,0,4,2,0,0
A017254,R04,R04-M02,6,6,0,6,2,0,0
A017285,R04,R04-M02,7,7,0,6,6,0,0
A017330,R04,R04-M02,3,3,0,3,2,0,0
A017334,R04,R04-M02,1,1,0,1,0,0,0
A017360,R04,R04-M02,9,9,0,9,5,0,0
A017395,R04,R04-M02,6,6,0,5,2,0,0
A017464,R04,R04-M02,2,2,0,0,0,0,0
A017573,R04,R04-M02,3,3,0,3,1,0,0
A017749,R04,R04-M02,8,8,0,6,3,0,0
A017769,R04,R04-M02,4,4,0,2,1,0,0
A000007,R04,R04-M03,3,3,0,2,0,0,0
A000063,R04,R04-M03,7,7,0,7,5,0,0
A000332,R04,R04-M03,7,7,0,6,5,0,0
A000361,R04,R04-M03,1,1,0,1,0,0,0
A000450,R04,R04-M03,7,7,0,6,3,0,0
A000453,R04,R04-M03,1,1,0,0,0,0,0
A000870,R04,R04-M03,7,7,0,5,2,0,0
A000933,R04,R04-M03,1,1,0,1,0,0,0
A001048,R04,R04-M03,7,7,0,5,3,1,1
A001191,R04,R04-M03,2,2,0,2,0,0,0
A001302,R04,R04-M03,1,1,0,1,0,0,0
A001443,R04,R04-M03,9,8,1,7,1,0,1
A001448,R04,R04-M03,1,1,0,1,0,0,1
A001510,R04,R04-M03,4,4,0,3,2,0,0
A001526,R04,R04-M03,9,9,0,9,4,0,0
A001639,R04,R04-M03,2,2,0,2,1,1,1
A001705,R04,R04-M03,6,6,0,4,1,0,0
A001736,R04,R04-M03,10,10,0,7,1,0,0
A001774,R04,R04-M03,10,9,1,6,4,1,2
A001792,R04,R04-M03,2,2,0,1,0,0,0
A001969,R04,R04-M03,3,3,0,2,0,0,0
A001970,R04,R04-M03,3,3,0,1,0,0,0
A001977,R04,R04-M03,7,7,0,6,3,0,0
A002125,R04,R04-M03,1,1,0,1,1,0,0
A002143,R04,R04-M03,7,7,0,6,4,0,0
A002183,R04,R04-M03,2,2,0,2,0,0,0
A002203,R04,R04-M03,3,3,0,2,1,0,0
A002347,R04,R04-M03,9,9,0,6,1,0,1
A002414,R04,R04-M03,1,1,0,1,0,0,0
A002482,R04,R04-M03,2,2,0,1,1,0,0
A002596,R04,R04-M03,4,4,0,4,0,0,0
A002618,R04,R04-M03,8,8,0,5,2,1,1
A002729,R04,R04-M03,3,3,0,1,0,0,0
A002751,R04,R04-M03,10,10,0,6,3,0,0
A002770,R04,R04-M03,2,2,0,1,0,0,0
A002780,R04,R04-M03,3,3,0,3,0,0,0
A002839,R04,R04-M03,1,1,0,1,1,0,0
A003007,R04,R04-M03,7,7,0,3,1,0,0
A003028,R04,R04-M03,2,2,0,1,0,0,0
A003031,R04,R04-M03,3,3,0,1,1,0,0
A003203,R04,R04-M03,4,4,0,2,0,0,0
A003225,R04,R04-M03,12,12,0,7,3,0,0
A003237,R04,R04-M03,5,4,1,4,3,0,1
A003272,R04,R04-M03,3,3,0,1,0,0,0
A003344,R04,R04-M03,1,1,0,0,0,0,0
A003438,R04,R04-M03,8,8,0,7,1,0,0
A003471,R04,R04-M03,2,2,0,2,0,0,0
A003699,R04,R04-M03,7,7,0,4,2,0,0
A003966,R04,R04-M03,5,5,0,4,2,0,0
A004000,R04,R04-M03,15,14,1,11,4,0,1
A004278,R04,R04-M03,18,17,1,13,7,0,1
A004335,R04,R04-M03,3,3,0,3,1,1,1
A004370,R04,R04-M03,1,1,0,1,0,0,0
A004593,R04,R04-M03,1,1,0,0,0,0,0
A004697,R04,R04-M03,6,6,0,5,1,0,0
A004700,R04,R04-M03,5,5,0,3,1,0,0
A004724,R04,R04-M03,2,2,0,1,0,0,0
A004768,R04,R04-M03,10,8,2,6,5,0,2
A004807,R04,R04-M03,4,4,0,2,1,0,0
A004875,R04,R04-M03,6,6,0,4,2,0,0
A004930,R04,R04-M03,4,4,0,2,2,0,0
A004950,R04,R04-M03,2,2,0,1,0,0,0
A005000,R04,R04-M03,2,2,0,2,2,0,0
A005004,R04,R04-M03,3,3,0,3,2,0,0
A005028,R04,R04-M03,1,1,0,1,1,0,0
A005044,R04,R04-M03,4,4,0,3,2,0,0
A005131,R04,R04-M03,3,3,0,2,2,0,0
A005277,R04,R04-M03,9,9,0,7,3,0,0
A005426,R04,R04-M03,7,7,0,6,2,0,1
A005494,R04,R04-M03,9,7,2,7,2,0,2
A005613,R04,R04-M03,7,7,0,6,2,0,0
A005859,R04,R04-M03,1,1,0,1,0,0,0
A005871,R04,R04-M03,2,2,0,1,1,0,0
A005958,R04,R04-M03,9,9,0,5,3,0,0
A006015,R04,R04-M03,2,2,0,2,1,1,1
A006149,R04,R04-M03,1,1,0,1,0,0,0
A006387,R04,R04-M03,1,1,0,1,1,0,0
A006463,R04,R04-M03,2,2,0,2,1,0,0
A006468,R04,R04-M03,2,2,0,2,0,0,0
A006656,R04,R04-M03,6,6,0,5,2,1,1
A006690,R04,R04-M03,6,6,0,6,1,0,0
A006755,R04,R04-M03,2,2,0,1,0,0,0
A006802,R04,R04-M03,6,5,1,6,2,0,1
A006815,R04,R04-M03,3,3,0,1,0,0,0
A006943,R04,R04-M03,2,2,0,1,0,0,0
A006975,R04,R04-M03,4,4,0,2,0,0,0
A007064,R04,R04-M03,1,1,0,0,0,0,0
A007236,R04,R04-M03,2,2,0,1,1,0,0
A007386,R04,R04-M03,4,4,0,3,2,0,0
A007427,R04,R04-M03,10,10,0,7,3,0,0
A007442,R04,R04-M03,6,6,0,2,1,0,0
A007511,R04,R04-M03,2,2,0,1,0,0,0
A007731,R04,R04-M03,1,1,0,1,0,0,0
A007734,R04,R04-M03,4,4,0,2,0,0,0
A007781,R04,R04-M03,8,8,0,7,4,0,0
A007822,R04,R04-M03,4,4,0,3,2,0,0
A007926,R04,R04-M03,2,2,0,1,0,0,0
A008022,R04,R04-M03,2,2,0,2,0,0,0
A008364,R04,R04-M03,2,2,0,2,1,0,0
A008394,R04,R04-M03,6,6,0,3,0,0,0
A008441,R04,R04-M03,11,11,0,8,3,0,0
A008493,R04,R04-M03,1,1,0,0,0,0,0
A008524,R04,R04-M03,7,7,0,4,0,0,0
A008533,R04,R04-M03,2,2,0,1,1,0,0
A008537,R04,R04-M03,5,5,0,4,2,1,1
A008544,R04,R04-M03,14,14,0,8,6,1,1
A008592,R04,R04-M03,6,6,0,4,3,0,0
A008729,R04,R04-M03,8,8,0,5,1,0,0
A008890,R04,R04-M03,4,4,0,4,1,0,0
A008993,R04,R04-M03,6,6,0,4,1,0,0
A009011,R04,R04-M03,17,17,0,8,4,1,1
A009065,R04,R04-M03,2,2,0,2,1,0,0
A009138,R04,R04-M03,5,5,0,3,2,0,0
A009257,R04,R04-M03,1,1,0,1,0,0,0
A009338,R04,R04-M03,2,2,0,1,0,0,0
A009433,R04,R04-M03,2,2,0,0,0,0,0
A009573,R04,R04-M03,3,3,0,1,0,0,0
A009587,R04,R04-M03,4,4,0,3,1,0,0
A009707,R04,R04-M03,15,15,0,11,6,0,0
A009715,R04,R04-M03,2,2,0,0,0,0,0
A009783,R04,R04-M03,4,4,0,4,3,0,0
A009893,R04,R04-M03,10,10,0,9,4,0,0
A010139,R04,R04-M03,3,3,0,3,0,0,0
A010161,R04,R04-M03,4,4,0,3,2,0,0
A010162,R04,R04-M03,2,2,0,2,2,0,0
A010229,R04,R04-M03,1,1,0,1,0,0,0
A010275,R04,R04-M03,9,9,0,5,0,0,0
A010316,R04,R04-M03,2,2,0,2,1,0,0
A010361,R04,R04-M03,6,6,0,5,1,0,0
A010543,R04,R04-M03,3,2,1,2,0,0,1
A010632,R04,R04-M03,3,3,0,3,2,0,0
A010689,R04,R04-M03,4,4,0,4,0,0,0
A010866,R04,R04-M03,7,7,0,4,0,0,0
A010917,R04,R04-M03,3,3,0,2,2,0,0
A011076,R04,R04-M03,1,1,0,1,0,0,0
A011097,R04,R04-M03,10,10,0,6,2,0,0
A011307,R04,R04-M03,2,2,0,1,0,0,0
A011367,R04,R04-M03,6,6,0,6,2,0,0
A011381,R04,R04-M03,6,6,0,5,0,0,0
A011640,R04,R04-M03,6,6,0,5,1,0,0
A011722,R04,R04-M03,2,2,0,1,0,0,0
A011835,R04,R04-M03,2,2,0,2,0,0,0
A011890,R04,R04-M03,2,2,0,2,2,0,0
A012042,R04,R04-M03,1,1,0,1,0,0,0
A012103,R04,R04-M03,5,5,0,3,1,0,1
A012115,R04,R04-M03,3,3,0,2,1,0,0
A012151,R04,R04-M03,7,6,1,5,1,0,1
A012306,R04,R04-M03,2,2,0,2,1,0,0
A012307,R04,R04-M03,2,2,0,1,0,0,0
A012330,R04,R04-M03,10,10,0,8,3,0,0
A012385,R04,R04-M03,6,6,0,5,1,0,0
A012430,R04,R04-M03,9,9,0,7,2,0,0
A012605,R04,R04-M03,4,4,0,4,2,0,0
A012611,R04,R04-M03,2,2,0,1,1,0,0
A012636,R04,R04-M03,5,5,0,4,1,0,1
A012848,R04,R04-M03,1,1,0,1,0,0,0
A012859,R04,R04-M03,11,11,0,7,5,1,1
A012974,R04,R04-M03,10,10,0,6,6,0,0
A013012,R04,R04-M03,2,2,0,0,0,0,0
A013142,R04,R04-M03,5,5,0,2,0,0,0
A013304,R04,R04-M03,8,6,2,4,2,1,3
A013341,R04,R04-M03,2,2,0,1,0,0,0
A013388,R04,R04-M03,1,1,0,1,1,0,0
A013553,R04,R04-M03,2,2,0,2,0,0,0
